symbol,fiscaldate_end,reported_currency,gross_profit,total_revenue,costof_revenue,costof_goodservices_sold,operating_income,selling_gen_admin,research_dev,operating_expenses,investment_income_net,net_interest_income,interest_income,interest_expense,noninterest_income,othernon_operatingincome,depreciation,dpr_and_amort,income_beforetax,incometax_expense,interest_debt_expense,netincome_cont_operations,comprehensive_income_netoftax,ebit,ebitda,netincome
FTIV,9/30/2020,USD,0,0,0,0,-19908,19908,0,19908,0,63,63,0,0,0,0,0,-19845,0,0,-19845,0,-19908,0,-19845
FTIV,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTIV,3/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTIV,12/31/2019,USD,0,0,0,0,-350,350,0,350,0,0,0,0,0,0,0,0,-350,0,0,-350,0,-350,0,-350
FUBO,9/30/2020,USD,73375000,73375000,0,71006000,-302164000,30538000,10727000,363366000,0,10081000,0,-10081000,63294000,0,100000,14413000,-290188000,-16071000,-12173000,-274117000,-277227000,-302164000,-287751000,-274117000
FUBO,6/30/2020,USD,44172000,20262000,-23910000,62579000,-67290000,24915000,9551000,111462000,0,-13325000,0,13325000,44172000,0,0,14417000,-76403000,-3481000,0,-73604000,-99073000,-67290000,-52873000,-72922000
FUBO,3/31/2020,USD,7295000,7295000,0,0,-18128000,20203000,0,25423000,0,-1664000,0,1664000,7295000,0,0,5217000,-54432000,1038000,1664000,-19166000,-6048000,-18128000,-12911000,-55470000
FUBO,12/31/2019,USD,3038000,-2184000,-5222000,0,-19803000,-3790000,0,-3919000,0,-102000,0,102000,-1581000,0,0,5122000,-20604000,-2038000,102000,-24986000,-97505000,-19803000,-14681000,-18566000
FUBO,9/30/2019,USD,1512000,5834000,5222000,5222000,-6925000,2264000,0,12759000,0,399000,0,-399000,0,0,0,5244000,-7809000,-1028000,-399000,-6909000,-6781000,-6925000,-1681000,-6781000
FUBO,6/30/2019,USD,-454000,-454000,0,0,-6416000,804000,0,5962000,0,-454000,0,454000,0,0,0,5158000,-6584000,-1037000,454000,-3365000,-5547000,-6416000,-1258000,-5547000
FUBO,3/31/2019,USD,-446000,-446000,0,0,-6641000,1037000,0,6195000,0,-446000,0,446000,0,0,0,5158000,-4635000,-1169000,446000,-2867000,-3466000,-6641000,-1483000,-3466000
FUBO,12/31/2018,USD,-246823,-246823,0,0,-7591004,5883539,0,7591004,0,-2148823,0,2148823,0,0,0,5653639,0,-2114000,296823,-7458282,-3467743,-7591004,-1937365,-3467743
FUBO,9/30/2018,USD,-207177,-207177,0,0,-5491996,-774539,0,5491996,0,-207177,0,207177,0,0,0,0,0,0,207177,-4865718,-4260257,-5491996,0,-4260257
FUBO,6/30/2018,USD,-173000,-173000,0,0,-1040000,934000,0,1040000,0,-173000,0,173000,0,0,0,0,0,0,173000,-2187000,-2187000,-1040000,0,-2187000
FUBO,3/31/2018,USD,-122000,-122000,0,0,-840000,703000,0,840000,0,-122000,0,122000,0,0,0,0,0,0,122000,-695000,-695000,-840000,0,-695000
FUBO,12/31/2017,USD,0,0,0,0,-422000,196000,0,422000,0,0,0,0,0,0,0,0,0,0,0,-373000,-373000,-422000,0,-373000
FUBO,9/30/2017,USD,0,0,0,0,-226000,162000,0,226000,0,-32000,0,32000,0,0,0,0,0,0,32000,-808000,-808000,-226000,0,-808000
FUBO,6/30/2017,USD,28000,36000,8000,8000,-359000,73000,0,387000,0,-5000,0,5000,0,0,0,0,0,0,5000,5003000,5017000,-359000,0,5017000
FUBO,3/31/2017,USD,22000,53000,31000,31000,-170000,98000,0,192000,0,7000,0,-7000,0,0,0,0,0,0,-7000,-6970000,6646000,-170000,0,6638000
FUBO,12/31/2016,USD,-1000,32000,33000,33000,-148000,-253000,0,147000,0,587000,0,-587000,0,0,0,0,0,0,-531000,11989000,-5034000,-148000,0,-5034000
FUBO,9/30/2016,USD,70000,146000,76000,76000,-1231000,290000,0,1301000,0,-23000,0,23000,0,0,0,0,0,0,1495000,-722000,-720000,-1231000,0,-705000
FUBO,6/30/2016,USD,5000,7000,2000,2000,-125000,29000,0,130000,0,-31000,136000,167000,0,0,0,0,0,0,31000,-1823000,-1823000,-125000,0,-1823000
FUBO,3/31/2016,USD,20000,22000,2000,2000,-122000,28000,0,142000,0,-170000,0,170000,0,0,0,0,0,0,170000,-2499000,-2467000,-122000,0,-2467000
FUBO,12/31/2015,USD,26962,195612,168650,168650,-2137143,-18140,0,2164105,0,-168599,0,168599,0,0,0,0,0,0,1668517,-5663124,-5648610,-2137143,0,-5648610
FULC,12/31/2020,USD,4225000,4225000,0,0,-17787000,5867000,16145000,22012000,0,0,0,0,4225000,0,733000,0,-17720000,0,0,-17787000,-17753000,-17787000,0,-17720000
FULC,9/30/2020,USD,1848000,1848000,0,0,-19104000,5312000,15640000,20952000,0,0,0,0,1848000,0,500000,0,-18962000,0,0,-19104000,-19012000,-19104000,0,-18962000
FUSN,9/30/2020,USD,0,0,0,0,-10278000,5790000,4529000,10278000,0,80000,0,0,0,0,0,0,-10178000,-185000,0,-9993000,0,-10175000,0,-9993000
FUSN,6/30/2020,USD,0,0,0,0,-7261000,3988000,3325000,7261000,0,22000,22000,0,0,0,0,0,-44583000,150000,0,-44733000,0,-1098000,0,-44733000
FUSN,3/31/2020,USD,0,0,0,0,-8658000,4327000,4377000,8658000,0,147000,147000,0,0,0,0,0,-10160000,62000,0,-10222000,0,-8152000,0,-10222000
FUSN,12/31/2019,USD,0,0,0,0,-6096000,2724000,3416000,6096000,0,181000,0,0,0,0,0,0,-8168000,0,0,-8206000,0,-6019000,0,-8206000
FUSN,9/30/2019,USD,0,0,0,0,-4116000,1922000,2238000,4116000,0,247000,0,0,0,0,0,0,-413000,181000,0,-594000,0,-4037000,0,-594000
FUSN,6/30/2019,USD,0,0,0,0,0,1771000,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,-3793000,0,0
FUSN,3/31/2019,USD,0,0,0,0,-4012000,1171000,0,0,0,0,0,0,0,0,0,0,-3919000,14000,0,0,0,-3905000,0,-3933000
FUSN,9/30/2000,USD,0,106000,0,0,0,2435000,518000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUSN,6/30/2000,USD,0,0,0,0,0,3855000,1007000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUSN,3/31/2000,USD,0,0,0,0,0,2786000,1511000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUTU,12/31/2020,HKD,0,944273000,0,0,0,201435000,0,0,0,272517000,336935000,64418000,0,0,0,0,578620000,46318000,0,532460000,0,0,0,532460000
FUTU,9/30/2020,HKD,764111000,898815000,0,0,0,322770000,0,0,0,229002000,276359000,47357000,0,0,0,0,434578000,32700000,0,401721000,0,0,0,401721000
FUTU,6/30/2020,HKD,533762000,687564000,153802000,153802000,0,146969000,0,264235000,0,167660000,207853000,40193000,0,0,0,0,264834000,28260000,0,236488000,0,278232000,0,236488000
FUTU,3/31/2020,HKD,372722000,490642000,117920000,117920000,176260000,112392000,0,196462000,0,111358000,144480000,33122000,0,0,0,0,172591000,17515000,0,154854000,0,172147000,0,154854000
FUTU,12/31/2019,HKD,224090000,310910000,86820000,86820000,42725000,107043000,0,181365000,0,96784000,127958000,31174000,0,0,0,0,40958000,-3318000,0,43942000,0,40290000,0,43942000
FUTU,9/30/2019,HKD,184533000,254342000,69809000,69809000,31794000,81853000,0,152739000,0,96349000,115204000,18855000,0,0,0,0,27931000,7341000,0,20851000,0,28453000,0,20851000
FUTU,6/30/2019,HKD,196070000,259854000,63784000,63784000,51132000,81226000,0,144938000,0,95084000,113868000,18784000,0,0,0,0,48227000,-7573000,0,55330000,0,47287000,0,55330000
FUTU,3/31/2019,HKD,175158000,236449000,61291000,61291000,62304000,59429000,0,112854000,0,87448000,107873000,20425000,0,0,0,0,61377000,15836000,0,45541000,0,0,0,45541000
FUTU,12/31/2018,USD,15000702.27,26140940.03,11140237.75,11140237.75,7983834.93,7016867.35,0,18157105.1,0,0,0,0,0,0,0,0,7735229.9,2860936.96,0,4874292.94,0,0,0,4874292.94
FUTU,9/30/2018,USD,101873,363607,261734,261734,-111065,212938,0,474672,0,0,0,-25583,0,0,0,0,-136563,0,0,-136563,0,-111065,0,-294938
FUTU,6/30/2018,USD,11595666.03,20697386.87,9101720.84,9101720.84,4946845.12,6648820.91,0,15750541.75,0,0,0,0,0,0,0,0,4738559.59,1649075.84,0,3089483.75,0,0,0,3089483.75
FUTU,3/31/2018,USD,230799,772258,541459,541459,-92223,323022,0,864481,0,0,0,-25661,0,0,0,0,-111645,0,0,-111645,0,-92223,0,-111645
FUTU,12/31/2017,USD,187276,823226,635950,635950,-117037,304313,0,940263,0,0,0,-25528,0,0,0,0,-98565,0,0,-98565,0,-117037,0,-98565
FUTU,9/30/2017,USD,231286,839585,608299,608299,-60319,291605,0,899904,0,0,0,-25492,0,0,0,0,-164798,0,0,-164798,0,-60319,0,-164798
FUTU,6/30/2017,USD,257536,955423,697887,697887,-45260,302796,0,1000683,0,0,0,-25518,0,0,0,0,-46259,0,0,-46259,0,-45260,0,-46259
FUTU,3/31/2017,USD,293943,995428,701485,701485,-66210,360153,0,0,0,0,0,25475,0,0,0,0,-70937,0,0,-70937,0,-45462,0,-70937
FUTU,12/31/2016,USD,226485,914536,688051,688051,-138192,364677,0,0,0,0,0,25250,0,0,0,0,-162778,0,0,-162778,0,-137528,0,-162778
FVRR,12/31/2020,USD,46182000,55885000,9703000,9703000,-3774000,36386000,13570000,59659000,0,-4192000,0,0,0,0,0,0,-7966000,111000,0,-8077000,0,-2547000,0,-8077000
FVRR,9/30/2020,USD,43637000,52345000,8708000,8708000,-983000,32978000,11642000,53328000,0,570000,570000,0,0,0,0,0,-413000,41000,0,-454000,0,147000,0,-454000
FVRR,6/30/2020,USD,39173000,47130000,7957000,7957000,-598000,29238000,10533000,39771000,0,491000,491000,0,0,0,0,0,-107000,17000,0,-124000,0,418000,0,-124000
FVRR,3/31/2020,USD,27330000,34150000,6820000,6820000,-6455000,23811000,9974000,33785000,0,331000,331000,0,0,0,0,0,-6124000,31000,0,-6155000,0,-5490000,0,-6155000
FVRR,12/31/2019,USD,23411000,29531000,6120000,6120000,-8069000,22158000,9322000,31480000,0,684000,684000,0,0,0,0,0,-7385000,54000,0,-7439000,0,-7176000,0,-7439000
FVRR,9/30/2019,USD,22004000,27867000,5863000,5863000,-8837000,21753000,9088000,30841000,0,483000,483000,0,0,0,0,0,-8354000,80000,0,-8434000,0,-7876000,0,-8434000
FVRR,6/30/2019,USD,20607000,25912000,5305000,5305000,-9323000,21473000,8457000,29930000,0,-10000,-10000,-10000,0,0,0,0,-9333000,20000,0,-9353000,0,-8413000,0,-9353000
FVRR,3/31/2019,USD,18827000,23763000,4936000,4936000,-8521000,19732000,7616000,27348000,0,214000,214000,-10000,0,0,0,0,-8307000,6000,0,-8313000,0,-7714000,0,-8313000
FVRR,12/31/2018,USD,16687000,20705000,4018000,4018000,-6082000,15914000,0,0,0,0,0,0,0,0,0,0,-5883000,0,0,0,0,0,0,-5883000
FVRR,9/30/2018,USD,15861000,19653000,3792000,3792000,-7229000,16527000,6563000,26882000,0,0,0,-10000,0,0,0,0,-7240000,0,0,-7240000,0,-7229000,0,-7240000
FVRR,6/30/2018,USD,14421000,18399000,3978000,3978000,-6593000,14578000,6436000,24992000,0,0,0,-92000,0,0,0,0,-6685000,0,0,-6685000,0,-6593000,0,-6685000
FVRR,3/31/2018,USD,12913000,16746000,3833000,3833000,-16470000,23250000,6133000,33216000,0,0,0,-92000,0,0,0,0,-16253000,0,0,-16253000,0,-16470000,0,-16253000
GAN,9/30/2020,USD,6372000,10266000,3894000,3894000,-4058000,13274000,0,14324000,0,-25000,0,25000,0,0,0,0,-4083000,-5000,0,-4078000,0,-4058000,0,-4078000
GAN,6/30/2020,USD,5458000,8323000,2865000,2865000,-8273000,11140000,0,16596000,0,-341000,0,341000,0,0,0,0,-8614000,172000,0,-8786000,0,-8273000,0,-8786000
GAN,3/31/2020,USD,5091000,7670000,2579000,2579000,702000,4389000,0,6968000,0,-24000,0,24000,0,0,0,0,678000,145000,0,533000,0,702000,0,533000
GAN,12/31/2019,USD,8886000,10691000,1805000,1805000,3941000,4945000,0,6750000,0,-19000,0,34000,0,0,0,0,3498000,165000,0,3333000,0,3532000,0,3333000
GAN,9/30/2019,USD,2417000,5516000,3099000,3099000,-1662000,4079000,0,7178000,0,-31000,0,31000,0,0,0,0,-1693000,141000,0,-1834000,0,-1662000,0,-1834000
GAN,6/30/2019,GBP,976000,11276000,3198000,3198000,840000,10436000,0,5925000,0,-30000,-63000,30000,0,0,0,0,777000,32500,0,-1903000,0,-1751000,0,712000
GAN,3/31/2019,USD,5710000,11276000,3880000,3880000,2370000,3340000,0,7220000,0,-32000,0,32000,0,0,0,0,2338000,146000,0,2192000,0,2809000,0,2192000
GAN,12/31/2018,GBP,0,5969000,0,0,-3521130,9310000,0,0,0,0,108130,0,0,0,0,0,-3413000,0,0,0,0,-1023870,0,-3135000
GAN,6/30/2018,GBP,0,4600000,0,0,-3135000,7735000,0,0,0,0,-273000,0,0,0,0,0,-3408000,0,0,0,0,0,0,-3020000
GAN,12/31/2017,GBP,0,4979000,0,0,-1729000,7010000,0,0,0,0,-91000,0,0,0,0,0,-1820000,0,0,0,0,0,0,-1486000
GAN,6/30/2017,GBP,0,4979000,0,0,-2370000,7010000,0,0,0,0,-26000,0,0,0,0,0,-2396000,0,0,0,0,306000,0,-1992000
GATO,9/30/2020,USD,-594000,0,594000,594000,-3724000,2894000,0,3724000,0,-147000,0,147000,0,0,0,0,-1185000,0,0,-1185000,0,-446000,0,-1185000
GATO,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GATO,3/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GATO,12/31/2019,USD,-435000,0,435000,435000,-2704000,1934000,0,2704000,0,0,0,0,0,0,0,0,-14922000,0,0,-14922000,0,12550000,0,-14922000
GATO,9/30/2019,USD,-697000,0,697000,697000,-2483000,1400000,0,2483000,0,0,0,0,0,0,0,0,-4874000,0,0,-4874000,0,-4121000,0,-4874000
GBIO,12/31/2020,USD,0,0,0,0,-24345000,7971000,16374000,24345000,0,119000,0,0,0,0,0,0,-24226000,0,0,-24226000,0,-23354000,0,-24226000
GBIO,9/30/2020,USD,0,0,0,0,-20969000,5661000,15308000,20969000,0,120000,0,0,0,0,0,0,-20849000,0,0,-20849000,0,-20030000,0,-20849000
GBIO,6/30/2020,USD,0,0,0,0,-17764000,4308000,13456000,17764000,0,33000,0,0,0,0,0,0,-17731000,0,0,-17731000,0,-16939000,0,-17731000
GBIO,3/31/2020,USD,0,0,0,0,-18036000,4642000,13394000,18036000,0,319000,319000,0,0,0,0,0,-17717000,0,0,-17717000,0,-17359000,0,-17717000
GBIO,12/31/2019,USD,0,0,0,0,-62302000,3427000,12731000,16158000,0,95000,985000,0,0,0,0,0,-61317000,0,0,-16063000,0,-15479000,0,-61317000
GBIO,9/30/2019,USD,0,0,0,0,-16333000,2886000,13447000,16333000,0,205000,0,0,0,0,0,0,-16128000,0,0,-16128000,0,-15673000,0,-16128000
GBIO,6/30/2019,USD,0,0,0,0,-15335000,3098000,12237000,15335000,0,303000,0,0,0,0,0,0,-15032000,0,0,-15032000,0,-14980000,0,-15032000
GBIO,3/31/2019,USD,0,0,0,0,-14476000,2757000,11719000,14476000,0,382000,382000,0,0,0,0,0,-14094000,0,0,-14094000,0,-14306000,0,-14094000
GBS,12/31/2020,USD,0,0,0,0,-917326,858543,341820,917326,0,-986426,434,986860,0,0,0,0,-1990389,0,0,-1990389,0,-1003529,0,-1983964
GBS,9/30/2020,USD,0,0,0,0,-658590,678214,30938,658590,0,-85758,70,85828,0,0,0,0,-1072510,0,0,-1072510,0,-986682,0,-1068105
GBS,6/30/2020,USD,0,0,0,0,-501930,523747,47183,501930,0,-76778,6,76784,0,0,0,0,-457016,0,0,-457016,0,-380232,0,-450052
GBS,3/31/2020,USD,0,0,0,0,-179494,447951,0,179494,0,-82284,22,82306,0,0,0,0,-261778,0,0,-261778,0,-179472,0,-260461
GBS,12/31/2019,USD,0,0,0,0,-1703915,1208450,494667,1703915,0,-149118,27,149145,0,0,0,0,-1853033,0,0,-1853033,0,-1703888,0,-1836318
GBS,9/30/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDRX,12/31/2020,USD,138124000,147328000,9204000,9204000,-299440000,415693000,23683000,444780000,0,-6216000,20000,6216000,153544000,2000,0,4404000,-305634000,-7360000,6216000,-298274000,0,-299440000,-295036000,-298274000
GFL,12/31/2020,USD,-127400000,1235600000,1363000000,1363000000,-272200000,144800000,0,1507800000,0,-137900000,-380900000,137900000,0,0,0,0,-676700000,-190000000,0,-486700000,0,8400000,0,-486700000
GFL,9/30/2020,USD,126500000,1036000000,909500000,909500000,22100000,97900000,0,1013900000,0,-94900000,-180400000,94900000,0,0,0,0,-159600000,-44900000,0,-114700000,0,169200000,0,-114700000
GFL,6/30/2020,USD,112000000,993300000,881300000,881300000,7900000,98200000,0,104100000,0,-95400000,-161200000,95400000,0,0,0,0,-153800000,-38300000,0,-115500000,0,-80305000,0,-115500000
GFL,3/31/2020,USD,79021000,931324000,852303000,852303000,-76100000,149189000,0,155059000,0,-269409000,-287000000,269409000,0,0,0,0,-365700000,-87726000,0,-277950000,0,-430880000,0,-278000000
GFL,12/31/2019,USD,37182000,896527000,859345000,859345000,-117761000,107676000,0,154943000,0,-150420000,-108788000,-123900000,0,0,0,0,-253110000,-72768000,0,-180342000,0,-113188000,0,-180342000
GFL,9/30/2019,CAD,100775000,898009000,797234000,797234000,-1028000,65803000,0,101803000,0,-130900000,-139396000,-128700000,0,0,0,0,-143155000,-33269000,0,-109886000,0,-88294000,0,-109886000
GFL,6/30/2019,CAD,101216000,831417000,730201000,730201000,10475000,69241000,0,820692000,0,-126931000,-90754000,126931000,0,0,0,0,-90128000,-22095000,0,-68033000,0,218453000,0,-68033000
GFL,3/31/2019,CAD,241838000,720898000,479060000,479060000,-14688000,66381000,0,735586000,0,-123947000,-98373000,123947000,0,0,0,0,-122828000,-29436000,0,-93392000,0,175964000,0,-93392000
GFL,12/31/2018,CAD,12654141.3,210634673.8,197980532.5,197980532.5,-7093943.5,19748084.8,0,217728617.3,0,0,0,-27221473.17,0,0,0,0,-66441879.98,-20934121.04,0,-45507758.95,0,-7093943.5,0,-45507758.95
GFL,9/30/2018,USD,32098500,534296000,502197500,502197500,-17994500,50093000,0,552290500,0,0,0,-69050000,0,0,0,0,-168536500,-53101500,0,-115435000,0,-17994500,0,-115435000
GFL,6/30/2018,USD,47677840.13,343092674.1,295414833.9,295414833.9,0,115812225.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHIV,9/30/2020,USD,0,0,0,0,-5388410,5338410,0,5388410,0,39551,39551,0,0,0,0,0,-5348859,50287,0,-5349146,0,-5388410,0,-5349146
GHIV,6/30/2020,USD,0,0,0,0,-234825,184825,0,234825,0,173361,173361,0,0,0,0,0,-61464,37093,0,-48557,0,-234825,0,-48557
GHIV,3/31/2020,USD,0,0,0,0,-236200,186200,0,236200,0,880040,880040,0,0,0,0,0,643840,177015,0,516825,0,-236200,0,516825
GHIV,12/31/2019,USD,0,0,0,0,-17785,16672,0,17785,0,0,0,0,0,0,0,0,-17771,2420,0,-17771,0,-17785,0,-17771
GHIV,9/30/2019,USD,0,0,0,0,-21217,20500,0,21217,0,-14,0,0,0,0,0,0,-21231,0,0,-21231,0,-21217,0,-21231
GHIV,6/30/2019,USD,0,0,0,0,-20500,20500,0,20500,0,0,0,0,0,0,0,0,-20500,224,0,-20724,0,-20500,0,-20724
GHLD,9/30/2020,USD,0,562500000,0,0,0,281979000,0,0,0,-1094000,14905000,15999000,0,0,0,0,246309000,64223000,0,182086000,0,0,0,182086000
GHLD,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18232500,0,0,0,0,0,0
GHLD,3/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18232500,0,0,0,0,0,0
GHLD,12/31/2019,USD,0,-44320000,0,0,0,-134806000,0,0,0,-1391000,14614000,16005000,0,0,0,0,62382000,0,0,44079000,0,0,0,44079000
GHLD,9/30/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2661000,0,0,0,0,0,0
GHSI,9/30/2020,USD,139075,192261,114112,114113,-2151670,2238211,34034,2290745,0,-3716,0,3716,234687,0,0,-1067,-2143494,0,3716,-2159846,-2159846,-2151670,-2152737,-2143494
GHSI,6/30/2020,USD,546330,1189119,644579,644579,-708226,2231250,44581,1254556,0,-1790,0,1790,1190909,0,0,23505,-707160,0,1790,-709292,-709292,-708226,-684721,-707160
GHSI,3/31/2020,USD,136615,205993,109108,109108,-2336222,2441649,31188,2472837,0,-1747,-10690,1747,0,0,0,23114,-2346913,0,1747,-2325531,-2325531,-2336222,-2313108,-2346913
GHSI,12/31/2019,USD,158500,180527,79768,79768,-4087027,2626309,55698,4245527,0,-2523,31280,2523,0,0,0,267533,-4055755,0,2523,-4118299,-4118299,-4087027,-3819494,-4055755
GHSI,9/30/2019,USD,90163,125305,70999,70999,-2412488,2470758,31897,2502651,0,-4205,27110,4205,0,0,0,72685,-2385371,0,4205,-2439610,-2439610,-2412488,-2339803,-2385371
GHSI,6/30/2019,USD,163914,26905,97056,97056,-2812194,2898420,77688,2976108,0,-234065,-23810,234065,0,0,0,69026,-3048348,0,234065,-2576040,-2576040,-2812194,-2743168,-3048348
GHSI,3/31/2019,USD,149046,194464,93492,93492,-1181493,1301511,29028,1330539,0,-17572,-17570,17572,0,0,0,68102,-1388830,0,17572,-977887,-977887,-1181493,-1113391,-1385099
GHSI,12/31/2018,USD,128388,234106,105718,105718,-1355991,1452032,32347,1484379,0,-199,0,199,0,0,0,72658,-1476190,0,199,-1476190,-1476190,-1355991,-1283333,-1476190
GHSI,9/30/2018,USD,168824,294230,125406,125406,-1140642,1304672,4793,1309466,0,-545,0,545,0,0,0,74454,-2148193,0,545,-2148192,-2148192,-1140642,-1066188,-2148193
GHSI,6/30/2018,USD,133002,220778,87776,87776,-1314982,1413664,34320,1447984,0,-710,0,710,0,0,0,75538,-1810083,0,710,-1810083,-1810083,-1314982,-1239444,-1810083
GHSI,3/31/2018,USD,113762,192205,79278,79278,-2332626,2286800,159588,2446388,0,-835,0,835,0,0,0,73022,-2333461,0,835,-2332626,-2332626,-2332626,-2259604,-2333461
GHSI,12/31/2017,USD,165689,255829,93050,93050,-2193197,2230753,128133,2358886,0,-2910,0,2910,0,0,0,70952,0,0,2910,-2216924,-2216924,-2193197,-2122245,-2196107
GHSI,9/30/2017,USD,32604,60236,30094,30094,-1581921,1508965,105561,1614525,0,-2462,0,2462,0,0,0,16538,0,0,2462,-1563566,-1563566,-1581921,-1565383,-1584383
GHSI,6/30/2017,USD,30285,58053,29692,29692,-853737,868492,15530,884022,0,-1924,0,1924,0,0,0,15786,0,0,1924,-855661,-855661,-853737,-837951,-855661
GHSI,3/31/2017,USD,33308,39510,22633,22633,-652580,675649,10239,685888,0,-16431,0,16431,0,0,0,15545,0,0,16431,-669011,-669011,-652580,-637035,-669011
GIX,9/30/2020,USD,0,0,0,0,-361010,361010,0,361005,0,44890,44890,0,0,0,0,0,-316120,14119,0,-330234,0,-361005,0,-330230
GIX,6/30/2020,USD,0,0,0,0,-985520,985520,0,385106,0,56038,972030,0,0,0,0,0,-13490,16722,0,-345790,0,-385106,0,-268780
GIX,3/31/2020,USD,0,0,0,0,-600410,600410,0,600414,0,915995,916000,0,0,0,0,0,315580,238568,0,77013,0,-600414,0,77010
GIX,12/31/2019,USD,0,0,0,0,-376030,376030,0,0,0,0,720740,0,0,0,0,0,344720,326833,0,0,0,0,0,129650
GIX,9/30/2019,USD,0,0,0,0,-395580,395580,0,395583,0,933853,933850,0,0,0,0,0,538270,278662,0,259608,0,-395583,0,259610
GIX,6/30/2019,USD,0,0,0,0,-181820,181820,0,146624,0,218104,218100,0,0,0,0,0,36280,65082,0,6398,0,-146624,0,-28800
GLEO,9/30/2020,USD,0,0,0,0,-99255,99255,0,99255,0,38949,38949,0,0,0,0,0,-60306,0,0,-60306,0,-99255,0,-60306
GLEO,6/30/2020,USD,0,0,0,0,-75232,75232,0,75232,0,129744,129744,0,0,0,0,0,54512,0,0,54512,0,-75232,0,54512
GLEO,3/31/2020,USD,0,0,0,0,-200037,200037,0,200037,0,546631,546631,0,0,0,0,0,346594,0,0,346594,0,-200037,0,346594
GLEO,9/30/2019,USD,0,0,0,0,-18915,18915,0,18915,0,0,0,0,0,0,0,0,-18915,0,0,-18915,0,-18915,0,-18915
GLSI,9/30/2020,USD,0,0,0,0,-256865,98834,158031,256865,0,0,0,0,0,0,0,0,-256865,0,0,-256865,0,-255962,0,-256865
GLSI,6/30/2020,USD,0,0,0,0,-210430,59626,150804,210430,0,0,0,0,0,0,0,0,-210430,0,0,-210430,0,-210430,0,-210430
GLSI,3/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLSI,12/31/2019,USD,0,0,0,0,-336536,77862,258674,336536,0,0,0,0,0,0,0,0,-336536,0,0,-336536,0,-335634,0,-336536
GLSI,9/30/2019,USD,0,0,0,0,-336013,51509,284504,336013,0,0,0,0,0,0,0,0,-336013,0,0,-336013,0,-335111,0,-336013
GLSI,6/30/2019,USD,0,0,0,0,0,667143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLSI,3/31/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLTO,9/30/2020,USD,0,0,0,0,-10166000,2515000,7651000,10166,0,0,0,0,0,0,0,0,-11651000,0,0,-11651000,0,-10084000,0,-11651000
GLTO,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLTO,3/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLTO,12/31/2019,USD,0,0,0,0,-24854000,221000,24633000,24854000,0,0,0,0,0,0,0,0,-24423000,0,0,-24423000,0,-22360000,0,-24423000
GLTO,9/30/2019,USD,0,0,0,0,-4826000,1152000,3674000,4826000,0,0,0,0,0,0,0,0,-4105000,0,0,-4105000,0,-4781000,0,-4105000
GLTO,6/30/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLTO,3/31/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNFT,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79500,0,0,0,0,0,0
GNFT,3/31/2020,USD,0,0,0,0,0,8871000,0,0,0,0,0,0,0,0,0,0,0,-79500,0,0,0,0,0,0
GNFT,12/31/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-143500,0,0,0,0,0,0
GNFT,9/30/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-143500,0,0,0,0,0,0
GNFT,6/30/2019,USD,2678500,2678500,0,0,-22969000,6201000,19449500,25647500,0,0,0,-2834500,0,0,0,0,-25710500,-144500,0,-25566000,0,-22969000,0,-25566000
